model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
Auris,2014,Automatic,29000,Hybrid,0,72.4,1.8,11490
Auris,2017,Automatic,23746,Hybrid,140,78.5,1.8,14849
Auris,2014,Automatic,23865,Petrol,145,48.7,1.6,9600
Auris,2017,Automatic,22192,Hybrid,0,78.5,1.8,16995
Auris,2016,Automatic,13285,Hybrid,0,72.4,1.8,14495
Auris,2015,Automatic,25000,Hybrid,0,76.4,1.8,12000
Auris,2016,Automatic,36000,Hybrid,0,70.6,1.8,14995
Auris,2017,Automatic,18132,Hybrid,0,70.6,1.8,18395
Auris,2017,Automatic,33388,Hybrid,0,78.5,1.8,15700
Auris,2016,Automatic,38541,Hybrid,0,72.4,1.8,12200
Auris,2017,Automatic,22071,Hybrid,0,70.6,1.8,18795
Auris,2016,Automatic,31697,Hybrid,0,78.5,1.8,15495
Auris,2014,Automatic,32962,Hybrid,0,76.4,1.8,11495
Auris,2014,Manual,23743,Petrol,145,46.3,1.6,10000
Auris,2016,Manual,23000,Diesel,20,67.3,1.6,8995
Auris,2014,Automatic,65882,Hybrid,0,76.4,1.8,9990
Auris,2018,Automatic,49989,Hybrid,135,65.6,1.8,14995
Auris,2018,Automatic,73000,Hybrid,135,65.6,1.8,13995
Auris,2015,Automatic,17148,Hybrid,0,72.4,1.8,13450
Auris,2017,Automatic,11432,Hybrid,135,78.5,1.8,17390
Auris,2017,Automatic,13175,Hybrid,135,78.5,1.8,17850
Auris,2017,Automatic,40502,Hybrid,0,78.5,1.8,15790
Auris,2017,Automatic,36193,Hybrid,135,78.5,1.8,16150
Auris,2017,Automatic,30916,Hybrid,0,72.4,1.8,14290
Auris,2018,Automatic,21895,Hybrid,135,65.6,1.8,17750
Auris,2014,Automatic,57000,Hybrid,0,72.4,1.8,9340
Auris,2015,Automatic,43000,Hybrid,0,72.4,1.8,10880
Auris,2014,Automatic,51000,Hybrid,0,74.3,1.8,9440
Auris,2017,Automatic,8963,Hybrid,135,78.5,1.8,15550
Auris,2014,Automatic,141000,Hybrid,0,70.6,1.8,7240
Auris,2014,Automatic,51750,Hybrid,0,70.6,1.8,11000
Auris,2016,Automatic,20220,Petrol,30,55.4,1.2,11950
Auris,2017,Manual,24960,Petrol,125,51.4,1.2,11500
Auris,2017,Automatic,16309,Hybrid,135,78.5,1.8,17150
Auris,2016,Automatic,9675,Hybrid,0,78.5,1.8,14790
Auris,2017,Automatic,4309,Hybrid,135,78.5,1.8,16000
Auris,2018,Automatic,17279,Hybrid,135,68.8,1.8,14500
Auris,2014,Manual,11943,Petrol,150,47.9,1.6,8250
Auris,2017,Automatic,17660,Hybrid,135,78.5,1.8,15295
Auris,2014,Automatic,54669,Hybrid,0,76.4,1.8,11000
Auris,2014,Automatic,49626,Hybrid,0,70.6,1.8,11400
Auris,2016,Automatic,16593,Hybrid,0,70.6,1.8,15700
Auris,2016,Automatic,28609,Hybrid,0,78.5,1.8,12500
Auris,2015,Automatic,31745,Hybrid,0,70.6,1.8,13600
Auris,2018,Automatic,36376,Hybrid,135,65.6,1.8,14900
Auris,2016,Automatic,39080,Hybrid,0,78.5,1.8,12000
Auris,2016,Automatic,56680,Hybrid,0,70.6,1.8,12500
Auris,2016,Automatic,24610,Hybrid,0,78.5,1.8,13400
Auris,2018,Automatic,28365,Hybrid,135,65.6,1.8,15800
Auris,2015,Automatic,30754,Hybrid,0,74.3,1.8,10800
Auris,2017,Automatic,39225,Hybrid,135,70.6,1.8,15000
Auris,2017,Automatic,35633,Hybrid,0,78.5,1.8,14000
Auris,2017,Automatic,12057,Petrol,30,55.4,1.2,12000
Auris,2015,Automatic,56617,Hybrid,0,70.6,1.8,11400
Auris,2017,Automatic,65442,Hybrid,0,70.6,1.8,13800
Auris,2015,Automatic,34277,Hybrid,0,72.4,1.8,12500
Auris,2017,Automatic,14567,Hybrid,0,70.6,1.8,16998
Auris,2017,Automatic,17714,Hybrid,0,72.4,1.8,16110
Auris,2017,Automatic,17995,Hybrid,0,72.4,1.8,13500
Auris,2017,Automatic,42199,Hybrid,135,78.5,1.8,14200
Auris,2014,Automatic,24482,Petrol,0,72.4,1.8,11500
Auris,2015,Automatic,27751,Hybrid,0,70.6,1.8,15490
Auris,2017,Automatic,15135,Hybrid,0,70.6,1.8,18490
Auris,2017,Automatic,12888,Hybrid,0,70.6,1.8,17995
Auris,2016,Automatic,18858,Hybrid,0,70.6,1.8,17395
Auris,2017,Automatic,54900,Hybrid,0,78.5,1.8,12690
Auris,2015,Automatic,37784,Hybrid,0,78.5,1.8,12699
Auris,2016,Automatic,13793,Hybrid,0,78.5,1.8,14675
Auris,2015,Manual,24000,Petrol,125,51.4,1.3,7980
Auris,2017,Automatic,50795,Hybrid,0,70.6,1.8,14500
Auris,2016,Automatic,64166,Hybrid,0,78.5,1.8,11000
Auris,2018,Automatic,20913,Hybrid,135,68.8,1.8,14200
Auris,2017,Automatic,34638,Hybrid,135,78.5,1.8,13700
Auris,2016,Automatic,21544,Hybrid,0,78.5,1.8,14150
Auris,2017,Automatic,13385,Hybrid,0,72.4,1.8,15795
Auris,2015,Automatic,19715,Hybrid,0,76.4,1.8,13200
Auris,2017,Automatic,14599,Hybrid,135,78.5,1.8,14995
Auris,2016,Automatic,41051,Hybrid,0,70.6,1.8,15350
Auris,2016,Automatic,20915,Petrol,0,72.4,1.8,13499
Auris,2017,Automatic,43405,Hybrid,0,78.5,1.8,15095
Auris,2017,Automatic,8251,Hybrid,135,72.4,1.8,16249
Auris,2016,Automatic,6113,Hybrid,0,78.5,1.8,14995
Auris,2016,Automatic,26157,Hybrid,0,78.5,1.8,13494
Auris,2017,Automatic,31316,Hybrid,0,78.5,1.8,16095
Auris,2014,Automatic,59300,Hybrid,0,72.4,1.8,10500
Auris,2017,Manual,6983,Petrol,0,78.5,1.8,14990
Auris,2015,Automatic,26622,Hybrid,0,72.4,1.8,12799
Auris,2017,Automatic,8613,Hybrid,135,78.5,1.8,15694
Auris,2017,Automatic,53707,Hybrid,0,78.5,1.8,14695
Auris,2017,Automatic,41904,Hybrid,0,78.5,1.8,15595
Auris,2017,Automatic,33278,Hybrid,0,78.5,1.8,15895
Aygo,2017,Manual,32351,Petrol,0,68.9,1.0,7100
Aygo,2016,Manual,26193,Petrol,0,69.0,1.0,6500
Aygo,2017,Manual,12134,Petrol,0,68.9,1.0,7650
Aygo,2016,Manual,21123,Petrol,0,69.0,1.0,6999
Aygo,2015,Manual,33931,Petrol,0,69.0,1.0,6495
Aygo,2018,Semi-Auto,19885,Petrol,145,67.3,1.0,8998
Aygo,2017,Manual,36975,Petrol,145,68.9,1.0,6998
Aygo,2017,Manual,58008,Petrol,145,68.9,1.0,6698
Aygo,2017,Manual,40405,Petrol,145,68.9,1.0,7498
Aygo,2017,Manual,32725,Petrol,145,68.9,1.0,6800
Aygo,2017,Manual,14257,Petrol,145,68.9,1.0,7498
Aygo,2019,Manual,3291,Petrol,145,56.5,1.0,9998
Aygo,2017,Manual,11675,Petrol,0,68.9,1.0,7998
Aygo,2019,Manual,2807,Petrol,145,56.5,1.0,9498
Aygo,2014,Manual,24176,Petrol,0,69.0,1.0,5985
Aygo,2017,Manual,30025,Petrol,0,69.0,1.0,6522
Aygo,2016,Manual,13171,Petrol,0,69.0,1.0,6995
Aygo,2017,Manual,10172,Petrol,145,69.0,1.0,6995
Aygo,2017,Manual,20253,Petrol,145,68.9,1.0,7495
Aygo,2017,Manual,8583,Petrol,150,69.0,1.0,6895
Aygo,2016,Manual,18842,Petrol,0,69.0,1.0,6995
Aygo,2017,Manual,9914,Petrol,145,69.0,1.0,6995
Aygo,2017,Manual,19150,Petrol,150,69.0,1.0,6795
Aygo,2016,Manual,19780,Petrol,0,69.0,1.0,6495
Aygo,2017,Manual,19502,Petrol,150,68.9,1.0,7395
Aygo,2017,Manual,9976,Petrol,150,68.9,1.0,7995
Aygo,2017,Manual,28033,Petrol,0,69.0,1.0,6522
Aygo,2017,Manual,24882,Petrol,0,69.0,1.0,6495
Aygo,2017,Manual,8932,Petrol,145,69.0,1.0,6995
Aygo,2016,Manual,31473,Petrol,0,69.0,1.0,5995
Aygo,2019,Manual,355,Petrol,145,57.7,1.0,10995
Aygo,2019,Manual,6721,Petrol,145,57.7,1.0,9998
Aygo,2017,Automatic,23589,Petrol,0,67.0,1.0,8495
Aygo,2019,Manual,2865,Petrol,145,57.7,1.0,10295
Aygo,2018,Manual,6275,Petrol,145,56.5,1.0,8890
Aygo,2017,Manual,13036,Petrol,0,69.0,1.0,6798
Aygo,2017,Manual,13046,Petrol,145,68.9,1.0,7498
Aygo,2017,Manual,11468,Petrol,150,68.9,1.0,7998
Aygo,2019,Manual,150,Petrol,145,56.5,1.0,9260
Aygo,2016,Manual,9000,Petrol,0,69.0,1.0,6295
Aygo,2017,Manual,27268,Petrol,145,69.0,1.0,7298
Aygo,2017,Manual,30001,Petrol,145,68.9,1.0,7498
Aygo,2019,Manual,148,Petrol,145,56.5,1.0,9995
Aygo,2019,Semi-Auto,390,Petrol,145,55.4,1.0,10995
Aygo,2017,Manual,25186,Petrol,0,68.9,1.0,7498
Aygo,2017,Semi-Auto,10559,Petrol,145,67.3,1.0,9298
Aygo,2014,Manual,53501,Petrol,0,69.0,1.0,5698
Aygo,2019,Manual,2347,Petrol,145,56.5,1.0,9998
Aygo,2017,Manual,31693,Petrol,145,68.9,1.0,7498
Aygo,2016,Manual,21145,Petrol,0,69.0,1.0,6998
Aygo,2014,Manual,31010,Petrol,0,65.7,1.0,4290
Aygo,2014,Manual,27809,Petrol,0,65.7,1.0,4998
Aygo,2017,Manual,24512,Petrol,0,69.0,1.0,6498
Aygo,2019,Manual,21786,Petrol,145,56.5,1.0,8998
Aygo,2016,Manual,31501,Petrol,0,69.0,1.0,6998
Aygo,2017,Manual,29978,Petrol,150,68.9,1.0,7498
Aygo,2016,Manual,23901,Petrol,0,69.0,1.0,6498
Aygo,2018,Semi-Auto,41626,Petrol,150,67.3,1.0,8498
Aygo,2017,Manual,8150,Petrol,150,68.9,1.0,7998
Aygo,2016,Manual,25065,Petrol,0,69.0,1.0,6498
Aygo,2014,Manual,36320,Petrol,0,69.0,1.0,5498
Aygo,2017,Manual,7287,Petrol,145,68.9,1.0,8498
Aygo,2017,Manual,25413,Petrol,150,68.9,1.0,7498
Aygo,2017,Manual,9701,Petrol,150,69.0,1.0,6798
Aygo,2017,Manual,15197,Petrol,145,68.9,1.0,7998
Aygo,2017,Manual,16523,Petrol,145,68.9,1.0,7298
Aygo,2017,Manual,8044,Petrol,145,69.0,1.0,6998
Aygo,2017,Manual,13423,Petrol,145,69.0,1.0,6998
Aygo,2017,Manual,12096,Petrol,150,68.9,1.0,7998
Aygo,2018,Manual,18410,Petrol,150,68.9,1.0,7998
Aygo,2015,Manual,24568,Petrol,0,69.0,1.0,5998
Aygo,2015,Manual,36121,Petrol,0,69.0,1.0,6498
Aygo,2018,Manual,17369,Petrol,145,68.9,1.0,7698
Aygo,2017,Manual,14998,Petrol,145,68.9,1.0,8998
Aygo,2017,Manual,12445,Petrol,145,68.9,1.0,8998
Aygo,2017,Manual,11066,Petrol,145,68.9,1.0,7998
Aygo,2017,Manual,7174,Petrol,145,68.9,1.0,7998
Aygo,2014,Manual,33154,Petrol,0,69.0,1.0,5998
Aygo,2018,Manual,12977,Petrol,145,56.5,1.0,8998
Aygo,2017,Manual,16748,Petrol,145,68.9,1.0,7498
Aygo,2018,Manual,8602,Petrol,150,56.5,1.0,9298
Aygo,2017,Manual,13166,Petrol,145,68.9,1.0,7698
Aygo,2017,Manual,10385,Petrol,145,68.9,1.0,7998
Aygo,2017,Manual,16544,Petrol,145,68.9,1.0,8498
Aygo,2017,Manual,13173,Petrol,145,68.9,1.0,8498
Aygo,2018,Manual,10498,Petrol,145,68.9,1.0,8498
Aygo,2018,Manual,13666,Petrol,145,68.9,1.0,8298
Aygo,2019,Manual,3593,Petrol,145,56.5,1.0,8998
Aygo,2015,Manual,39026,Petrol,0,69.0,1.0,6470
Aygo,2017,Manual,14439,Petrol,145,68.9,1.0,8498
Aygo,2017,Manual,20155,Petrol,145,68.9,1.0,6998
Aygo,2018,Manual,10164,Petrol,145,68.9,1.0,7990
Aygo,2017,Manual,15156,Petrol,145,68.9,1.0,7498
Aygo,2017,Manual,17071,Petrol,145,68.9,1.0,7498
Aygo,2017,Manual,14888,Petrol,145,68.9,1.0,7498
Aygo,2017,Semi-Auto,11074,Petrol,145,67.3,1.0,9440
Aygo,2017,Manual,30031,Petrol,0,69.0,1.0,5998
Aygo,2017,Manual,19875,Petrol,145,68.9,1.0,7498
Aygo,2019,Manual,10,Petrol,145,56.5,1.0,8998
Aygo,2017,Manual,27695,Petrol,0,69.0,1.0,6298
Aygo,2017,Manual,14542,Petrol,145,69.0,1.0,6698
Aygo,2016,Manual,23971,Petrol,0,69.0,1.0,7130
Aygo,2019,Manual,3055,Petrol,145,57.7,1.0,9990
Aygo,2014,Manual,19658,Petrol,0,65.7,1.0,4495
Aygo,2016,Manual,15950,Petrol,0,69.0,1.0,7298
Aygo,2020,Manual,500,Petrol,145,56.5,1.0,9995
Aygo,2017,Manual,11881,Petrol,150,68.9,1.0,7698
Aygo,2017,Manual,6291,Petrol,150,68.9,1.0,7698
Aygo,2017,Manual,11211,Petrol,150,68.9,1.0,7698
Aygo,2017,Manual,15126,Petrol,150,68.9,1.0,7698
Aygo,2019,Manual,1360,Petrol,145,56.5,1.0,9495
Aygo,2014,Manual,58625,Petrol,0,69.0,1.0,5498
Aygo,2019,Manual,2519,Petrol,145,56.5,1.0,9998
Aygo,2019,Manual,1620,Petrol,150,56.5,1.0,8998
Aygo,2017,Manual,34697,Petrol,0,69.0,1.0,7990
Aygo,2017,Semi-Auto,15772,Petrol,0,67.3,1.0,8990
Aygo,2015,Manual,32540,Petrol,0,69.0,1.0,5620
Aygo,2017,Semi-Auto,18303,Petrol,0,67.3,1.0,9498
Aygo,2017,Semi-Auto,16007,Petrol,145,67.3,1.0,8998
Aygo,2014,Manual,19438,Petrol,0,69.0,1.0,6298
Aygo,2017,Manual,5008,Petrol,145,68.9,1.0,7998
Aygo,2017,Manual,31571,Petrol,145,68.9,1.0,6998
Aygo,2018,Manual,18752,Petrol,145,68.9,1.0,7998
Aygo,2017,Manual,11925,Petrol,145,68.9,1.0,8998
Aygo,2017,Manual,8243,Petrol,145,68.9,1.0,7698
Aygo,2017,Manual,19700,Petrol,0,68.9,1.0,7695
Aygo,2014,Manual,36493,Petrol,0,65.7,1.0,4798
Aygo,2015,Manual,21261,Petrol,0,69.0,1.0,6498
Aygo,2017,Manual,6730,Petrol,145,68.9,1.0,7998
Aygo,2017,Manual,15666,Petrol,0,69.0,1.0,5295
Aygo,2016,Manual,12076,Petrol,0,69.0,1.0,5295
Aygo,2018,Manual,16283,Petrol,145,69.0,1.0,6995
Aygo,2015,Manual,40599,Petrol,0,69.0,1.0,5498
Aygo,2019,Manual,5826,Petrol,150,56.5,1.0,9498
Aygo,2015,Manual,23365,Petrol,0,69.0,1.0,6380
Aygo,2015,Manual,17517,Petrol,0,69.0,1.0,6698
Aygo,2016,Manual,24183,Petrol,0,69.0,1.0,6698
Aygo,2019,Manual,1546,Petrol,145,56.5,1.0,11990
Aygo,2017,Manual,15635,Petrol,145,68.9,1.0,7698
Aygo,2018,Manual,12051,Petrol,145,56.5,1.0,8298
Aygo,2017,Manual,13649,Petrol,145,68.9,1.0,7990
Aygo,2018,Manual,25000,Petrol,145,56.5,1.0,8490
Aygo,2016,Manual,20169,Petrol,0,69.0,1.0,6698
Aygo,2017,Manual,19654,Petrol,145,68.9,1.0,7698
Aygo,2017,Manual,20949,Petrol,145,69.0,1.0,6498
Aygo,2017,Manual,11737,Petrol,150,68.9,1.0,7598
Aygo,2017,Manual,25223,Petrol,145,68.9,1.0,7498
Aygo,2017,Manual,16912,Petrol,150,68.9,1.0,7498
Aygo,2017,Manual,16044,Petrol,150,69.0,1.0,7295
Aygo,2017,Manual,14751,Petrol,145,68.9,1.0,8495
Aygo,2017,Manual,19458,Petrol,145,68.9,1.0,7498
Aygo,2018,Manual,10018,Petrol,145,69.0,1.0,7170
Aygo,2015,Manual,44000,Petrol,0,69.0,1.0,5990
Aygo,2014,Manual,20607,Petrol,0,69.0,1.0,6090
Aygo,2017,Manual,27735,Petrol,145,68.9,1.0,6998
Aygo,2017,Manual,19520,Petrol,150,68.9,1.0,7998
Aygo,2017,Manual,14485,Petrol,145,68.9,1.0,8795
Aygo,2019,Manual,1094,Petrol,145,57.7,1.0,10995
Aygo,2017,Manual,19451,Petrol,145,69.0,1.0,7695
Aygo,2015,Manual,69664,Petrol,0,69.0,1.0,4998
Aygo,2018,Manual,15111,Petrol,150,68.9,1.0,7998
Aygo,2017,Manual,23151,Petrol,150,68.9,1.0,7498
Aygo,2017,Manual,24102,Petrol,150,68.9,1.0,7498
Aygo,2017,Manual,19889,Petrol,150,69.0,1.0,6498
Aygo,2017,Manual,20393,Petrol,150,68.9,1.0,7998
Aygo,2018,Manual,6144,Petrol,150,68.9,1.0,8698
Aygo,2017,Manual,19402,Petrol,145,69.0,1.0,6495
Aygo,2018,Manual,21501,Petrol,145,68.9,1.0,7410
Aygo,2017,Manual,33402,Petrol,0,69.0,1.0,6298
Aygo,2017,Manual,20857,Petrol,0,68.9,1.0,7888
Aygo,2017,Manual,19287,Petrol,150,69.0,1.0,6244
Aygo,2015,Manual,28880,Petrol,0,69.0,1.0,6998
Aygo,2017,Manual,6240,Petrol,145,68.9,1.0,7998
Aygo,2016,Manual,21054,Petrol,0,69.0,1.0,7950
Aygo,2019,Manual,3712,Petrol,145,56.5,1.0,8998
Aygo,2017,Manual,39344,Petrol,150,68.9,1.0,6998
Aygo,2016,Manual,35950,Petrol,0,69.0,1.0,6698
Aygo,2017,Manual,30920,Petrol,145,68.9,1.0,7498
Aygo,2017,Manual,23555,Petrol,145,68.9,1.0,7498
Aygo,2017,Semi-Auto,10160,Petrol,145,67.3,1.0,9498
Aygo,2017,Manual,25580,Petrol,145,68.9,1.0,7698
Aygo,2017,Manual,11605,Petrol,145,68.9,1.0,7998
Aygo,2017,Manual,13760,Petrol,145,68.9,1.0,7698
Aygo,2017,Manual,16220,Petrol,145,68.9,1.0,7698
Aygo,2016,Manual,25997,Petrol,0,69.0,1.0,6695
Aygo,2016,Manual,12935,Petrol,0,69.0,1.0,8450
Aygo,2018,Manual,14143,Petrol,150,56.5,1.0,7711
Aygo,2019,Manual,7179,Petrol,145,56.5,1.0,8199
Aygo,2017,Manual,11342,Petrol,145,68.9,1.0,8995
Aygo,2020,Manual,1310,Petrol,150,57.7,1.0,10295
Aygo,2018,Manual,7050,Petrol,145,56.5,1.0,8490
Aygo,2015,Manual,23755,Petrol,0,69.0,1.0,5945
Aygo,2014,Manual,35753,Petrol,0,69.0,1.0,5995
Aygo,2017,Manual,15896,Petrol,150,68.9,1.0,7795
Aygo,2019,Manual,2417,Petrol,145,57.7,1.0,9650
Aygo,2015,Manual,42761,Petrol,0,69.0,1.0,5695
Aygo,2017,Manual,9335,Petrol,150,68.9,1.0,7995
Aygo,2017,Manual,6351,Petrol,145,68.9,1.0,7995
Aygo,2019,Manual,6365,Petrol,145,57.7,1.0,9995
Aygo,2019,Semi-Auto,7812,Petrol,145,55.4,1.0,10695
Aygo,2017,Manual,7718,Petrol,145,68.9,1.0,7795
Aygo,2017,Semi-Auto,11480,Petrol,145,67.3,1.0,9995
Aygo,2016,Manual,34644,Petrol,0,69.0,1.0,6000
Aygo,2018,Manual,30500,Petrol,145,68.9,1.0,7495
Aygo,2018,Manual,8525,Petrol,145,56.5,1.0,7995
Aygo,2017,Manual,37392,Petrol,145,68.9,1.0,7995
Aygo,2014,Manual,29000,Petrol,0,69.0,1.0,5395
Aygo,2018,Manual,40000,Petrol,150,69.0,1.0,5790
Aygo,2015,Manual,65143,Petrol,0,69.0,1.0,4350
Aygo,2017,Manual,25629,Petrol,0,69.0,1.0,5995
Aygo,2017,Manual,22314,Petrol,0,68.9,1.0,7380
Aygo,2015,Manual,41700,Petrol,0,69.0,1.0,5050
Aygo,2017,Manual,32465,Petrol,0,69.0,1.0,5444
Aygo,2017,Manual,21680,Petrol,145,68.9,1.0,7250
Aygo,2018,Manual,10543,Petrol,145,69.0,1.0,7995
Aygo,2017,Manual,17008,Petrol,0,69.0,1.0,7000
Aygo,2018,Manual,8525,Petrol,145,56.5,1.0,8995
Aygo,2017,Manual,15182,Petrol,145,69.0,1.0,7000
Aygo,2017,Manual,19505,Petrol,145,68.9,1.0,7495
Aygo,2016,Manual,23850,Petrol,0,69.0,1.0,6500
Aygo,2016,Manual,34136,Petrol,0,69.0,1.0,7495
Aygo,2019,Manual,2127,Petrol,145,57.7,1.0,9995
Aygo,2017,Manual,4002,Petrol,145,68.9,1.0,8795
Aygo,2014,Manual,38385,Petrol,0,69.0,1.0,6295
Aygo,2017,Manual,11730,Petrol,0,68.9,1.0,7750
Aygo,2017,Manual,9917,Petrol,145,68.9,1.0,7750
Aygo,2019,Manual,402,Petrol,145,56.5,1.0,10500
Aygo,2017,Semi-Auto,5300,Petrol,150,67.3,1.0,9490
Aygo,2019,Manual,1157,Petrol,145,57.7,1.0,9510
Aygo,2014,Manual,25568,Petrol,0,69.0,1.0,6000
Aygo,2017,Manual,34486,Petrol,0,69.0,1.0,5770
Aygo,2017,Manual,7235,Petrol,145,68.9,1.0,8250
Aygo,2015,Manual,23427,Petrol,0,69.0,1.0,6500
Aygo,2016,Manual,10426,Petrol,0,69.0,1.0,7971
Aygo,2018,Manual,13007,Petrol,145,68.9,1.0,7990
Aygo,2015,Manual,71808,Petrol,0,69.0,1.0,4990
Aygo,2014,Manual,30362,Petrol,0,69.0,1.0,4998
Aygo,2019,Manual,1542,Petrol,145,57.7,1.0,10000
Aygo,2019,Manual,860,Petrol,145,57.7,1.0,10000
Aygo,2015,Manual,32084,Petrol,0,69.0,1.0,6000
Aygo,2019,Manual,759,Petrol,145,57.7,1.0,10000
Aygo,2018,Manual,7378,Petrol,145,68.9,1.0,8250
Aygo,2014,Manual,30000,Petrol,0,69.0,1.0,5230
Aygo,2018,Manual,11949,Petrol,145,68.9,1.0,8500
Aygo,2018,Manual,13570,Petrol,145,69.0,1.0,7500
Aygo,2017,Manual,17997,Petrol,145,68.9,1.0,7500
Aygo,2018,Manual,16409,Petrol,145,68.9,1.0,8250
Aygo,2016,Manual,15951,Petrol,0,69.0,1.0,8000
Aygo,2018,Manual,13944,Petrol,145,68.9,1.0,7695
Aygo,2019,Manual,1000,Petrol,145,57.7,1.0,10000
Aygo,2015,Manual,41758,Petrol,0,69.0,1.0,5999
Aygo,2015,Manual,21038,Petrol,0,69.0,1.0,6250
Aygo,2017,Manual,30678,Petrol,150,68.9,1.0,7750
Aygo,2017,Manual,31839,Petrol,0,68.9,1.0,7750
Aygo,2016,Manual,17421,Petrol,0,69.0,1.0,8000
Aygo,2016,Manual,16799,Petrol,0,69.0,1.0,8000
Aygo,2017,Manual,25978,Petrol,145,69.0,1.0,6500
Aygo,2017,Manual,20208,Petrol,145,69.0,1.0,7000
Aygo,2017,Manual,26779,Petrol,145,68.9,1.0,7750
Aygo,2017,Manual,14453,Petrol,145,68.9,1.0,8500
Aygo,2019,Manual,2967,Petrol,145,57.7,1.0,9790
Aygo,2017,Manual,16490,Petrol,145,68.9,1.0,9000
Aygo,2017,Manual,15378,Petrol,0,68.9,1.0,8000
Aygo,2014,Manual,37756,Petrol,0,69.0,1.0,5500
Aygo,2019,Manual,5000,Petrol,145,56.5,1.0,8980
Aygo,2016,Manual,21304,Petrol,0,69.0,1.0,7250
Aygo,2016,Manual,37688,Petrol,0,69.0,1.0,7500
Aygo,2016,Manual,30582,Petrol,0,69.0,1.0,5870
Aygo,2015,Manual,44651,Petrol,0,69.0,1.0,5150
Aygo,2019,Manual,14887,Petrol,145,57.7,1.0,8790
Aygo,2020,Manual,5000,Petrol,145,57.7,1.0,9680
Aygo,2018,Manual,6640,Petrol,145,68.9,1.0,7980
Aygo,2018,Manual,13658,Petrol,150,68.9,1.0,7780
Aygo,2017,Manual,26333,Petrol,0,69.0,1.0,5790
Aygo,2017,Manual,21882,Petrol,0,68.9,1.0,7500
Aygo,2017,Manual,11459,Petrol,150,68.9,1.0,8250
Aygo,2017,Manual,13000,Petrol,150,68.9,1.0,7999
Aygo,2016,Manual,24594,Petrol,0,69.0,1.0,6550
Aygo,2015,Manual,22333,Petrol,0,69.0,1.0,6330
Aygo,2017,Semi-Auto,20662,Petrol,150,67.0,1.0,7990
Aygo,2017,Manual,2509,Petrol,0,68.9,1.0,8298
Aygo,2018,Manual,22794,Petrol,150,69.0,1.0,6298
Aygo,2015,Manual,33344,Petrol,0,69.0,1.0,5610
Aygo,2015,Manual,50963,Petrol,0,69.0,1.0,5875
Aygo,2018,Manual,19751,Petrol,145,69.0,1.0,6657
Aygo,2017,Manual,13534,Petrol,145,68.9,1.0,8499
Aygo,2016,Manual,23841,Petrol,0,69.0,1.0,6465
Aygo,2016,Manual,23499,Petrol,0,69.0,1.0,6995
Aygo,2016,Manual,9572,Petrol,0,69.0,1.0,7495
Aygo,2017,Manual,13937,Petrol,145,69.0,1.0,7995
Aygo,2015,Manual,19062,Petrol,0,69.0,1.0,6995
Aygo,2019,Manual,4122,Petrol,145,57.7,1.0,9995
Aygo,2018,Manual,11015,Petrol,145,69.0,1.0,6790
Aygo,2016,Semi-Auto,31096,Petrol,0,67.0,1.0,7291
Aygo,2019,Manual,5000,Petrol,145,57.7,1.0,9295
Aygo,2018,Manual,12453,Petrol,145,68.9,1.0,8788
Aygo,2019,Semi-Auto,14408,Petrol,145,56.5,1.0,9990
Aygo,2018,Manual,6598,Petrol,145,56.5,1.0,8690
Aygo,2018,Manual,12589,Petrol,145,56.5,1.0,8490
Aygo,2016,Semi-Auto,6746,Petrol,0,67.0,1.0,8000
Aygo,2018,Manual,31964,Petrol,145,56.5,1.0,8790
Aygo,2019,Manual,19151,Petrol,150,57.7,1.0,9290
Aygo,2017,Manual,12863,Petrol,0,69.0,1.0,7000
Aygo,2019,Manual,11705,Petrol,150,57.7,1.0,8990
Aygo,2019,Manual,13218,Petrol,150,56.5,1.0,9990
Aygo,2019,Manual,4000,Petrol,145,57.7,1.0,10980
Aygo,2017,Manual,22744,Petrol,0,69.0,1.0,7480
Aygo,2015,Manual,33248,Petrol,0,69.0,1.0,5498
Aygo,2018,Semi-Auto,15212,Petrol,150,67.3,1.0,9488
Aygo,2019,Manual,8441,Petrol,145,56.5,1.0,7890
Aygo,2019,Manual,12143,Petrol,145,57.7,1.0,8790
Aygo,2017,Manual,10967,Petrol,0,69.0,1.0,6490
Aygo,2015,Manual,26200,Petrol,0,69.0,1.0,5995
Aygo,2019,Manual,3305,Petrol,150,56.5,1.0,8788
Aygo,2016,Manual,14347,Petrol,0,69.0,1.0,7000
Aygo,2018,Manual,21477,Petrol,150,68.9,1.0,7795
Aygo,2015,Manual,21425,Petrol,0,69.0,1.0,5998
Aygo,2017,Manual,13348,Petrol,145,68.9,1.0,7488
Aygo,2017,Manual,15261,Petrol,150,68.9,1.0,7498
Aygo,2019,Manual,3552,Petrol,145,56.5,1.0,8748
Aygo,2020,Semi-Auto,999,Petrol,145,55.4,1.0,13495
Aygo,2015,Manual,58025,Petrol,0,69.0,1.0,5447
Aygo,2019,Manual,1996,Petrol,145,56.5,1.0,8690
Aygo,2019,Manual,8490,Petrol,145,56.5,1.0,8490
Aygo,2019,Manual,5519,Petrol,145,56.5,1.0,8495
Aygo,2019,Manual,11283,Petrol,145,56.5,1.0,8295
Aygo,2019,Manual,11065,Petrol,145,56.5,1.0,8295
Aygo,2019,Manual,4883,Petrol,145,56.5,1.0,10000
